ts,symbol,size,price,trade_id
2019-01-02 14:27:24.033601022,SPY,55,245.84,7603675
2019-01-02 14:27:24.033980687,SPY,182,245.84,7603685
2019-01-02 14:27:52.733400333,EWZ,200,38.95,7692493
2019-01-02 14:28:00.124200699,OKTA,100,61.06,7718941
2019-01-02 14:28:00.172233221,MHLD,100,1.59,7723989
2019-01-02 14:28:01.069532206,TLT,2700,121.71,7748528
2019-01-02 14:28:07.112943791,TVIX,100,75.9,7833737
2019-01-02 14:28:07.562670320,TLT,1000,121.71,7841006
2019-01-02 14:28:07.821654916,TLT,500,121.71,7844402
2019-01-02 14:28:07.974081708,TLT,200,121.71,7845168
2019-01-02 14:28:09.054845019,TVIX,89,75.81,7854378
2019-01-02 14:28:14.131560732,LPI,100,3.37,7940690
2019-01-02 14:28:36.207699349,WHR,100,103.76,8108287
2019-01-02 14:28:38.581181359,WHR,400,103.76,8123045
2019-01-02 14:28:59.012163509,UNG,1200,24.18,8202788
2019-01-02 14:29:01.009063008,SCHO,1199,49.9,8220522
2019-01-02 14:29:05.242049009,OILU,1,12.4,8242191
2019-01-02 14:29:05.244395805,IVV,300,247.69,8242218
2019-01-02 14:29:06.230747160,UNG,1500,24.19,8245293
2019-01-02 14:29:14.201314701,EPU,100,35.74,8274587
2019-01-02 14:29:19.720416685,EDC,200,60.55,8300678
2019-01-02 14:29:24.245208363,IVV,300,247.69,8325966
2019-01-02 14:29:26.232511796,EWZ,246,38.93,8336738
2019-01-02 14:29:27.213476817,SCHP,45,53.31,8341040
2019-01-02 14:29:28.237632242,ASHR,74,21.59,8347299
2019-01-02 14:29:28.240594971,OILU,20,12.4,8347318
2019-01-02 14:29:35.226858088,COPX,74,18.1,8393195
2019-01-02 14:29:35.241351159,OILU,19,12.4,8394045
2019-01-02 14:29:40.229512619,UNG,1200,24.23,8427423
2019-01-02 14:29:44.227033235,SPXS,800,32.35,8452658
2019-01-02 14:29:45.241767826,OILU,25,12.4,8462788
2019-01-02 14:29:46.241619017,OILU,12,12.4,8472512
2019-01-02 14:29:54.036006442,IVV,9,247.64,8542603
2019-01-02 14:29:54.204054731,TLT,2000,121.64,8544495
2019-01-02 14:29:54.810071947,EWZ,264,38.93,8549666
2019-01-02 14:30:00.000189852,IBKR,4009,52.93,8712104
2019-01-02 14:30:00.000189852,ZIEXT,2000,1.0,8713811
2019-01-02 14:30:00.000189852,ZEXIT,2000,10.0,8713841
2019-01-02 14:30:00.000189852,ZXIET,2000,100.0,8715322
2019-01-02 14:30:00.000189852,RGNX,100,40.8,8747874
2019-01-02 14:30:00.016410219,SPY,100,246.04,8778108
2019-01-02 14:30:00.014473116,CSX,100,60.79,8791846
2019-01-02 14:30:00.014677223,CSX,100,60.79,8792372
2019-01-02 14:30:00.029890616,KRE,32,46.34,8805805
2019-01-02 14:30:00.034858968,ASML,100,154.28,8815505
2019-01-02 14:30:00.071936329,RDS.A,100,57.86,8817852
2019-01-02 14:30:00.092003203,EFG,300,68.09,8839965
2019-01-02 14:30:00.092003203,EFG,5,68.09,8840019
2019-01-02 14:30:00.113768267,FLOT,200,50.305,8844334
2019-01-02 14:30:00.113768267,FLOT,200,50.305,8844372
2019-01-02 14:30:00.097842115,QQQ,100,151.0,8846684
2019-01-02 14:30:00.110270429,FSP,1,6.0,8872561
2019-01-02 14:30:00.152475867,BL,49,41.28,8901511
2019-01-02 14:30:00.173514341,ALB,400,75.845,8903830
2019-01-02 14:30:00.192099281,FAST,42,51.5,8912935
2019-01-02 14:30:00.190879237,ARCH,100,82.2,8913113
2019-01-02 14:30:00.192135180,ARCH,100,82.2,8913634
2019-01-02 14:30:00.193054551,SBAC,8,165.865,8913648
2019-01-02 14:30:00.198585504,AMT,16,157.25,8921227
2019-01-02 14:30:00.209196271,LKQ,58,24.41,8926141
2019-01-02 14:30:00.209621816,SPY,40,246.015,8926593
2019-01-02 14:30:00.203848037,QLYS,38,74.87,8926666
2019-01-02 14:30:00.209623475,SPY,189,246.015,8926858
2019-01-02 14:30:00.204133690,VRSN,200,145.945,8927139
2019-01-02 14:30:00.204421225,TRMB,50,32.42,8927405
2019-01-02 14:30:00.210614990,CUZ,100,7.79,8928717
2019-01-02 14:30:00.180317564,CELG,12,63.73,8930185
2019-01-02 14:30:00.215501135,CMS,200,49.36,8931877
2019-01-02 14:30:00.223361961,CLB,20,58.84,8936764
2019-01-02 14:30:00.223716169,SPY,100,246.015,8936947
2019-01-02 14:30:00.224021409,TECH,12,144.79,8937155
2019-01-02 14:30:00.224579859,SEIC,24,46.62,8937564
2019-01-02 14:30:00.215960624,CTO,1,51.57,8938016
2019-01-02 14:30:00.231753117,CMS,100,49.36,8942018
2019-01-02 14:30:00.222362393,LIN,100,153.52,8945083
2019-01-02 14:30:00.243255138,ISRG,4,478.18,8950922
2019-01-02 14:30:00.238448324,MUB,100,108.95,8950953
2019-01-02 14:30:00.241802866,ILMN,8,295.94,8952368
2019-01-02 14:30:00.252424903,BMS,100,45.585,8960616
2019-01-02 14:30:00.256861614,BMS,100,45.585,8963396
2019-01-02 14:30:00.280064269,CCL,43,48.83,8981436
2019-01-02 14:30:00.280064269,CCL,16,48.82,8981466
2019-01-02 14:30:00.292484372,IWM,100,132.18,8989511
2019-01-02 14:30:00.306193052,BLKB,8,62.9,8998511
2019-01-02 14:30:00.308394355,FB,68,128.94,9000167
2019-01-02 14:30:00.311799597,BKI,30,44.66,9002357
2019-01-02 14:30:00.326913400,GILD,100,61.8,9013945
2019-01-02 14:30:00.344388412,PLCE,100,89.025,9024316
2019-01-02 14:30:00.348280876,PLCE,100,89.025,9025961
2019-01-02 14:30:00.353548991,FB,12,129.0,9029227
2019-01-02 14:30:00.354167381,AMZN,100,1464.73,9029658
2019-01-02 14:30:00.361685730,IWB,100,136.24,9035161
2019-01-02 14:30:00.373534423,PEP,1900,109.0,9042970
2019-01-02 14:30:00.399695081,FB,200,129.0,9060646
2019-01-02 14:30:00.401537494,HOMB,100,16.285,9062136
2019-01-02 14:30:00.400770016,EVBG,100,56.26,9062821
2019-01-02 14:30:00.406297686,YRCW,600,3.09,9066815
2019-01-02 14:30:00.406297686,YRCW,1000,3.08,9066859
2019-01-02 14:30:00.406771533,HOMB,100,16.285,9067254
2019-01-02 14:30:00.411107688,EPAY,100,46.56,9070571
2019-01-02 14:30:00.412863855,BGNE,300,136.03,9071749
2019-01-02 14:30:00.422189746,AAPL,100,154.74,9078050
2019-01-02 14:30:00.422681347,EPAY,100,46.56,9078355
2019-01-02 14:30:00.428672217,GILD,22,61.745,9081616
2019-01-02 14:30:00.431383633,ALLK,100,50.115,9083542
2019-01-02 14:30:00.457302030,TNDM,79,36.62,9099258
2019-01-02 14:30:00.457351644,GOL,235,13.01,9099305
2019-01-02 14:30:00.459602211,TNDM,21,36.62,9100978
2019-01-02 14:30:00.466238027,QQQ,100,151.01,9105915
2019-01-02 14:30:00.470704699,ENV,22,48.63,9108395
2019-01-02 14:30:00.485863882,WYNN,100,96.2,9117160
2019-01-02 14:30:00.486570763,QLD,25,64.32,9117528
2019-01-02 14:30:00.487731154,XEL,200,49.13,9118313
2019-01-02 14:30:00.499309993,BHC,100,18.7,9126226
2019-01-02 14:30:00.499866302,BHC,100,18.7,9126661
2019-01-02 14:30:00.500828752,VOO,100,226.13,9127488
2019-01-02 14:30:00.500828752,VOO,500,226.13,9127532
2019-01-02 14:30:00.501363350,VOO,500,226.13,9127843
2019-01-02 14:30:00.508753453,MIME,100,33.13,9136296
2019-01-02 14:30:00.513027564,EWA,100,18.855,9138725
2019-01-02 14:30:00.514245176,DTE,6,111.07,9139706
2019-01-02 14:30:00.518718510,DTE,17,111.1,9142858
2019-01-02 14:30:00.518843719,CORE,50,22.455,9143746
2019-01-02 14:30:00.521487629,CORE,50,22.455,9145006
2019-01-02 14:30:00.521487629,CORE,50,22.455,9145052
2019-01-02 14:30:00.535248603,MPW,100,15.82,9152830
2019-01-02 14:30:00.536041557,JKS,200,9.53,9153208
2019-01-02 14:30:00.536041557,JKS,200,9.53,9153281
2019-01-02 14:30:00.540222328,TNDM,100,36.53,9156058
2019-01-02 14:30:00.544744581,EEM,100,38.6,9158005
2019-01-02 14:30:00.544744581,EEM,70,38.6,9158049
2019-01-02 14:30:00.544744581,EEM,1200,38.6,9158119
2019-01-02 14:30:00.556911871,EL,7,132.0,9168645
2019-01-02 14:30:00.556931862,SPDW,100,26.16,9168654
2019-01-02 14:30:00.566663492,PSQ,100,35.155,9177796
2019-01-02 14:30:00.584398164,NXPI,100,71.755,9188053
2019-01-02 14:30:00.586919102,EXC,100,44.84,9189269
2019-01-02 14:30:00.609547065,JNUG,200,9.16,9199629
2019-01-02 14:30:00.613069639,SPXL,300,31.31,9201748
2019-01-02 14:30:00.616128041,UDOW,100,67.8,9203459
2019-01-02 14:30:00.622067634,WVE,100,40.0,9207096
2019-01-02 14:30:00.627197483,IVV,100,247.525,9209473
2019-01-02 14:30:00.627897370,SEIC,13,46.44,9209809
2019-01-02 14:30:00.629439670,HDS,15,37.06,9210706
2019-01-02 14:30:00.631190548,FLO,200,18.4,9211798
2019-01-02 14:30:00.636231536,PEP,400,109.095,9214069
2019-01-02 14:30:00.638005371,PEP,300,109.17,9214960
2019-01-02 14:30:00.641596647,IBM,100,112.065,9216414
2019-01-02 14:30:00.645598979,NTES,12,230.04,9218566
2019-01-02 14:30:00.649810220,PTC,9,81.42,9220705
2019-01-02 14:30:00.649845836,EXC,88,44.93,9220734
2019-01-02 14:30:00.663231550,DUK,100,86.1,9230243
2019-01-02 14:30:00.664393257,ANIK,3,32.025,9230895
2019-01-02 14:30:00.667382103,FB,100,128.925,9232862
2019-01-02 14:30:00.669970325,SPY,300,246.06,9234948
2019-01-02 14:30:00.672096543,BANR,100,52.94,9235995
2019-01-02 14:30:00.679566641,RARX,8,18.18,9239987
2019-01-02 14:30:00.692225698,XLNX,100,82.68,9247952
2019-01-02 14:30:00.699563949,TCX,100,59.56,9252524
2019-01-02 14:30:00.701106770,DUK,100,86.01,9253762
2019-01-02 14:30:00.701438052,DUK,100,85.96,9253971
2019-01-02 14:30:00.707097658,TTWO,100,100.03,9258387
2019-01-02 14:30:00.709246768,DSGX,100,26.1,9260035
2019-01-02 14:30:00.718039086,MCK,100,109.9,9267844
2019-01-02 14:30:00.741520231,GDDY,2300,64.355,9285825
2019-01-02 14:30:00.749843877,IVV,1,247.5,9290681
2019-01-02 14:30:00.752714018,FMS,100,32.14,9292562
2019-01-02 14:30:00.769858415,IFF,100,133.475,9305760
2019-01-02 14:30:00.776311780,RHT,86,174.94,9310441
2019-01-02 14:30:00.776570108,SCHF,1,27.97,9310728
2019-01-02 14:30:00.798965258,TJX,100,44.245,9323502
2019-01-02 14:30:00.799939365,MLNX,50,90.94,9324043
2019-01-02 14:30:00.800122398,ITOT,5,55.96,9324088
2019-01-02 14:30:00.802948064,PEP,21,109.19,9325600
2019-01-02 14:30:00.803784458,MUB,400,108.83,9326085
2019-01-02 14:30:00.804043544,FXI,100,38.265,9326357
2019-01-02 14:30:00.812968439,GDDY,200,64.355,9332840
2019-01-02 14:30:00.813246416,TCX,100,59.51,9333034
2019-01-02 14:30:00.831879516,EPAY,100,46.55,9346029
2019-01-02 14:30:00.833323071,CTSH,55,63.27,9347230
2019-01-02 14:30:00.840677793,CAT,100,123.805,9352476
2019-01-02 14:30:00.848840165,RFDI,2,50.49,9356757
2019-01-02 14:30:00.851855309,MUB,400,108.83,9358382
2019-01-02 14:30:00.853138589,RVNC,6,19.91,9359358
2019-01-02 14:30:00.857853240,SSNC,13,44.96,9363239
2019-01-02 14:30:00.868156428,EQIX,6,351.87,9371432
2019-01-02 14:30:00.871241475,AAPL,100,154.775,9374410
2019-01-02 14:30:00.876707967,BPR,200,16.53,9378183
2019-01-02 14:30:00.878097378,CTSH,19,63.27,9379136
2019-01-02 14:30:00.883301203,MANT,100,50.925,9382431
2019-01-02 14:30:00.885216584,AAPL,100,154.78,9383614
2019-01-02 14:30:00.893677865,CSOD,50,48.995,9387427
2019-01-02 14:30:00.900443415,EQIX,3,351.87,9390826
2019-01-02 14:30:00.906868124,EDC,100,60.51,9394878
2019-01-02 14:30:00.914842348,TYL,14,184.23,9399224
2019-01-02 14:30:00.923665572,GT,200,20.215,9404415
2019-01-02 14:30:00.924296528,MSFT,100,99.56,9404656
2019-01-02 14:30:00.925535931,GT,200,20.21,9405459
2019-01-02 14:30:00.930345194,GT,200,20.215,9407537
2019-01-02 14:30:00.932268794,GLW,100,29.57,9408466
2019-01-02 14:30:00.932408334,V,38,129.86,9408536
2019-01-02 14:30:00.934939528,NVDA,100,130.505,9410176
2019-01-02 14:30:00.935110631,AAPL,104,154.77,9410298
2019-01-02 14:30:00.944151084,DIA,100,229.32,9414549
2019-01-02 14:30:00.950070527,SGRY,1000,9.775,9417469
2019-01-02 14:30:00.967348100,TSLA,100,306.96,9426651
2019-01-02 14:30:00.967557970,MUB,500,108.81,9426704
2019-01-02 14:30:00.968793298,TSLA,200,306.96,9427319
2019-01-02 14:30:00.971408401,TSLA,100,306.97,9428848
2019-01-02 14:30:00.973231716,SLV,7299,14.46,9429792
2019-01-02 14:30:00.982742179,ULTI,100,245.73,9434461
2019-01-02 14:30:00.986306393,FLDM,600,8.36,9436244
2019-01-02 14:30:00.987581351,MRVL,300,15.9,9436849
2019-01-02 14:30:00.989012220,COUP,100,61.98,9437484
2019-01-02 14:30:00.989012220,COUP,100,61.98,9437515
2019-01-02 14:30:00.990201753,AAPL,15,154.75,9438145
2019-01-02 14:30:00.992530355,FLDM,400,8.36,9439028
2019-01-02 14:30:01.000326527,SCHD,7,46.3,9441988
2019-01-02 14:30:01.006057697,FOXA,100,47.65,9446719
2019-01-02 14:30:01.019105437,AOS,10,42.23,9460311
2019-01-02 14:30:01.023916042,NFLX,100,259.215,9465494
2019-01-02 14:30:01.025157111,BOH,1,66.94,9466611
2019-01-02 14:30:01.026236275,NFLX,100,259.215,9467471
2019-01-02 14:30:01.026263460,NFLX,100,259.215,9467558
2019-01-02 14:30:01.029428395,JD,100,20.3,9470437
2019-01-02 14:30:01.052432408,IBB,100,95.37,9487128
2019-01-02 14:30:01.061511747,BIL,100,91.465,9492993
2019-01-02 14:30:01.063979050,BIL,500,91.465,9494369
2019-01-02 14:30:01.065433920,BIL,500,91.465,9495112
2019-01-02 14:30:01.066964941,BIL,500,91.465,9495933
2019-01-02 14:30:01.068490220,BIL,500,91.465,9496690
2019-01-02 14:30:01.070431506,EZA,200,49.16,9497762
2019-01-02 14:30:01.072557547,BIL,500,91.465,9498734
2019-01-02 14:30:01.074959446,BIL,500,91.465,9499896
2019-01-02 14:30:01.076500027,BIL,500,91.465,9500664
2019-01-02 14:30:01.085627865,PEP,200,109.02,9505414
2019-01-02 14:30:01.085627865,PEP,100,109.02,9505451
2019-01-02 14:30:01.085627865,PEP,100,109.02,9505484
2019-01-02 14:30:01.085627865,PEP,100,109.02,9505512
2019-01-02 14:30:01.087313879,COUP,100,61.27,9506128
2019-01-02 14:30:01.089344043,XRX,21,19.52,9507036
2019-01-02 14:30:01.090680418,NWS,3,11.6,9507560
2019-01-02 14:30:01.091496675,AMD,700,18.015,9507875
2019-01-02 14:30:01.092933496,BGNE,100,137.085,9508425
2019-01-02 14:30:01.094536695,REG,6,58.38,9509053
2019-01-02 14:30:01.099273392,SBCF,100,25.42,9512343
2019-01-02 14:30:01.112051992,ADT,1400,5.935,9518551
2019-01-02 14:30:01.112332391,BTAI,100,3.76,9518728
2019-01-02 14:30:01.119206297,SPY,100,246.05,9522683
2019-01-02 14:30:01.120818638,INGR,7,90.97,9523625
2019-01-02 14:30:01.135849526,HBAN,215,11.82,9531453
2019-01-02 14:30:01.137668812,SHY,700,83.635,9532484
2019-01-02 14:30:01.149134248,PEP,100,109.05,9537860
2019-01-02 14:30:01.156194121,JOBS,1,59.915,9540529
2019-01-02 14:30:01.176772476,MOMO,100,23.055,9550258
2019-01-02 14:30:01.179539327,MOMO,100,23.065,9551774
2019-01-02 14:30:01.185031007,MOMO,100,23.065,9554358
2019-01-02 14:30:01.188559192,MOMO,100,23.08,9555905
2019-01-02 14:30:01.205473833,XLNX,100,82.715,9562492
2019-01-02 14:30:01.208779855,OPTN,100,6.275,9564360
2019-01-02 14:30:01.218836431,XLNX,100,82.67,9567992
2019-01-02 14:30:01.238637997,UDR,200,39.11,9574739
2019-01-02 14:30:01.239063393,AMD,500,18.015,9574972
2019-01-02 14:30:01.242083202,QQQ,10,150.99,9576630
2019-01-02 14:30:01.244070129,AMD,1400,18.015,9577264
2019-01-02 14:30:01.246361361,UDR,100,39.11,9578091
2019-01-02 14:30:01.247886604,CNC,100,113.705,9578574
2019-01-02 14:30:01.254319036,AMZN,1,1463.0,9581067
2019-01-02 14:30:01.259711006,BHP,100,46.55,9583303
2019-01-02 14:30:01.262251957,CSCO,200,42.285,9584399
2019-01-02 14:30:01.262251957,CSCO,200,42.285,9584422
2019-01-02 14:30:01.271092575,FELE,100,42.37,9587281
2019-01-02 14:30:01.271450970,FELE,100,42.37,9587418
2019-01-02 14:30:01.280332671,CTXS,349,102.005,9589820
2019-01-02 14:30:01.290246625,AVGO,200,248.49,9592685
2019-01-02 14:30:01.293221116,VGK,300,47.95,9593650
2019-01-02 14:30:01.295122723,GCI,6,8.39,9594202
2019-01-02 14:30:01.307871369,ACN,300,138.62,9597827
2019-01-02 14:30:01.308439033,EPAY,100,46.17,9597964
2019-01-02 14:30:01.310098695,IQ,100,14.55,9598414
2019-01-02 14:30:01.317899341,CMCSA,100,33.485,9600267
2019-01-02 14:30:01.317881884,MIME,100,32.82,9600279
2019-01-02 14:30:01.318528541,CSCO,200,42.285,9600412
2019-01-02 14:30:01.321578675,PEP,50,109.03,9601136
2019-01-02 14:30:01.360954540,RE,1,216.69,9611320
2019-01-02 14:30:01.376504027,ROKU,100,29.8,9614896
2019-01-02 14:30:01.377791380,FELE,100,42.38,9615114
2019-01-02 14:30:01.377959360,FELE,100,42.38,9615130
2019-01-02 14:30:01.380883647,WGO,100,23.75,9615718
2019-01-02 14:30:01.399802597,TLT,100,121.635,9619533
2019-01-02 14:30:01.407061180,CMCSA,100,33.485,9620979
2019-01-02 14:30:01.412269606,AMD,1600,18.015,9622045
2019-01-02 14:30:01.426380091,CBD,100,21.29,9624915
2019-01-02 14:30:01.446298547,PYPL,100,82.25,9629294
2019-01-02 14:30:01.448694822,PYPL,100,82.255,9629767
2019-01-02 14:30:01.454545528,MSFT,100,99.52,9631266
2019-01-02 14:30:01.454661572,MOMO,100,23.08,9631302
2019-01-02 14:30:01.456311721,AAPL,100,154.635,9631784
2019-01-02 14:30:01.475348861,INTC,100,45.895,9637109
2019-01-02 14:30:01.476873965,EEM,200,38.59,9637834
2019-01-02 14:30:01.477036175,ASML,100,154.15,9637874
2019-01-02 14:30:01.504239013,PYPL,100,82.255,9646417
2019-01-02 14:30:01.505569598,PYPL,100,82.255,9646886
2019-01-02 14:30:01.505722965,GLW,100,29.675,9646970
2019-01-02 14:30:01.512274727,INTC,100,45.885,9649372
2019-01-02 14:30:01.515204960,INTC,100,45.875,9650296
2019-01-02 14:30:01.519891736,UDR,200,39.1,9651515
2019-01-02 14:30:01.523945079,EWBC,100,43.3,9652691
2019-01-02 14:30:01.523945079,EWBC,600,43.37,9652708
2019-01-02 14:30:01.523945079,EWBC,100,43.56,9652717
2019-01-02 14:30:01.523945079,EWBC,600,43.57,9652725
